name,capability_tags,role,revenue_share
Kristin-Purpose-0760,"data-processing,automation,decision-making,vision",Analytics,0.0828
Robert-Eye-0761,"optimization,data-processing,api,automation,decision-making",Agent-Core,0.0304
Melissa-Machine-0762,"vision,decision-making,api,security",Orchestrator,0.0645
Elizabeth-Defense-0763,"data-processing,nlp",Data-Node,0.0767
Ryan-Benefit-0764,"forecasting,api,ledger-sync,vision,automation",AI-Worker,0.0381
Jonathan-Law-0765,"data-processing,automation,security",Ops,0.0547
Monica-Its-0766,"automation,vision",Orchestrator,0.0661
Thomas-Nice-0767,"nlp,security,data-processing",Governance,0.0558
Richard-Relate-0768,"security,ledger-sync",AI-Worker,0.0816
Gary-Window-0769,"api,nlp,vision",Governance,0.0824
Pamela-Official-0770,"decision-making,security,nlp",AI-Worker,0.0951
Kimberly-Explain-0771,"nlp,decision-making,ledger-sync,vision",Investor-Node,0.0939
David-Fish-0772,"automation,data-processing",Investor-Node,0.0602
Christina-Doctor-0773,"automation,vision",Investor-Node,0.049
Amanda-That-0774,"decision-making,optimization",Ops,0.0633
Barbara-Indicate-0775,"api,decision-making,vision,ledger-sync",Agent-Core,0.0589
Rachael-Summer-0776,"optimization,automation,security,vision,data-processing",Data-Node,0.0259
Heather-Manager-0777,"optimization,decision-making,forecasting,security",Orchestrator,0.0475
Ryan-Effort-0778,"security,automation,api",Ops,0.0241
Melissa-Cup-0779,"nlp,security,data-processing",Data-Node,0.0714
Patricia-Someone-0780,"nlp,decision-making,optimization",Investor-Node,0.0493
Tyler-The-0781,"forecasting,ledger-sync,data-processing,decision-making",Investor-Node,0.0786
Wesley-Care-0782,"automation,optimization,vision",Ops,0.0668
Emily-Gas-0783,"automation,forecasting,api,vision",Data-Node,0.0905
Rachel-Anyone-0784,"data-processing,optimization",Ops,0.0134
Rhonda-Stuff-0785,"ledger-sync,decision-making,security",Data-Node,0.0607
Amy-People-0786,"vision,data-processing",Analytics,0.0366
Anthony-Feel-0787,"data-processing,security,forecasting,optimization,vision",Ops,0.0587
Sean-Wrong-0788,"forecasting,optimization,security,ledger-sync,data-processing",Orchestrator,0.0806
Jennifer-Matter-0789,"vision,data-processing,nlp",Investor-Node,0.0921
Roger-Firm-0790,"optimization,nlp,automation,decision-making,security",Analytics,0.0635
Kelly-Rather-0791,"security,forecasting,api,optimization",Agent-Core,0.0717
Bryce-Society-0792,"ledger-sync,automation,nlp,optimization",Data-Node,0.0238
Amy-Feeling-0793,"data-processing,nlp,ledger-sync,optimization,decision-making",Investor-Node,0.0358
Tom-Size-0794,"ledger-sync,data-processing,automation",Data-Node,0.0861
Anthony-Go-0795,"nlp,decision-making,forecasting,data-processing",Data-Node,0.0243
Michael-Discover-0796,"optimization,security,api",Investor-Node,0.0351
Anthony-Majority-0797,"api,decision-making",Data-Node,0.0377
Douglas-Condition-0798,"forecasting,ledger-sync,data-processing,api,vision",Investor-Node,0.0427
Ruth-Note-0799,"forecasting,ledger-sync",AI-Worker,0.0687
John-Coach-0800,"optimization,api",Governance,0.0526
Debbie-Interesting-0801,"security,ledger-sync,nlp",Agent-Core,0.0861
Tyler-Feel-0802,"decision-making,nlp,data-processing,automation,security",Orchestrator,0.0172
William-East-0803,"nlp,security,decision-making,automation",Analytics,0.0495
Thomas-Yes-0804,"automation,nlp",Investor-Node,0.0274
Tony-Detail-0805,"forecasting,api,decision-making,data-processing",Analytics,0.0686
Norma-Threat-0806,"nlp,optimization",Data-Node,0.0282
Nicole-Any-0807,"nlp,data-processing,optimization",Ops,0.0109
Brian-Great-0808,"decision-making,security,automation,data-processing,vision",Orchestrator,0.0379
Allison-International-0809,"data-processing,vision,optimization,security,ledger-sync",AI-Worker,0.0865
Michael-Situation-0810,"decision-making,automation",Agent-Core,0.0875
Michael-Quality-0811,"optimization,forecasting,security,vision,automation",Data-Node,0.0623
Cassie-Color-0812,"data-processing,nlp,api,forecasting,ledger-sync",Analytics,0.0819
Christopher-Force-0813,"optimization,automation,decision-making,api,forecasting",Data-Node,0.0203
Ronald-Thus-0814,"forecasting,vision",Governance,0.0893
Jessica-Order-0815,"forecasting,nlp",Governance,0.0693
Teresa-Water-0816,"vision,data-processing,nlp,automation",Agent-Core,0.0268
Amber-Now-0817,"vision,data-processing",Orchestrator,0.0989
Angelica-Summer-0818,"optimization,nlp",Investor-Node,0.0425
Jose-Music-0819,"nlp,ledger-sync",Ops,0.0747
David-Cost-0820,"vision,security,nlp,automation",Governance,0.0944
Justin-Her-0821,"forecasting,optimization,decision-making,automation",Ops,0.0574
Joshua-Example-0822,"security,automation,api,vision,forecasting",Ops,0.0153
Steven-Star-0823,"decision-making,ledger-sync,automation,api",Governance,0.0759
Jessica-A-0824,"decision-making,automation",Analytics,0.0968
Amber-Role-0825,"optimization,security,automation,decision-making",Governance,0.0937
Harry-Into-0826,"forecasting,nlp",Data-Node,0.0495
Michael-Staff-0827,"nlp,forecasting,optimization",AI-Worker,0.0211
Michele-Establish-0828,"data-processing,automation,api,forecasting",Governance,0.0986
Sara-Itself-0829,"vision,ledger-sync,decision-making,optimization",AI-Worker,0.0119
Ernest-Machine-0830,"security,api,optimization",Data-Node,0.0376
David-General-0831,"nlp,data-processing,vision,api,forecasting",Ops,0.0703
Stephanie-Boy-0832,"api,nlp,security,ledger-sync",Orchestrator,0.0624
Robert-Able-0833,"optimization,security,api",Governance,0.0628
Thomas-My-0834,"api,ledger-sync",AI-Worker,0.0122
Margaret-Involve-0835,"forecasting,data-processing,ledger-sync,automation",Orchestrator,0.0596
Justin-Check-0836,"security,automation",Agent-Core,0.0872
Daniel-Practice-0837,"nlp,security",AI-Worker,0.041
Cindy-Eye-0838,"decision-making,vision,ledger-sync,api,automation",Governance,0.0884
Natalie-Visit-0839,"automation,nlp,api",Investor-Node,0.0959
Kimberly-Firm-0840,"data-processing,decision-making,optimization",Analytics,0.087
Leonard-Particularly-0841,"forecasting,security,vision,optimization,automation",Analytics,0.0953
Robin-Summer-0842,"data-processing,vision,forecasting,api,automation",Ops,0.0816
Rickey-Audience-0843,"decision-making,nlp,ledger-sync,optimization,forecasting",Agent-Core,0.0731
Lance-Indeed-0844,"decision-making,optimization",AI-Worker,0.0176
Robert-Chair-0845,"forecasting,data-processing,decision-making,optimization",Governance,0.0216
Joshua-Little-0846,"optimization,api,ledger-sync,data-processing",Ops,0.0319
Cesar-Fast-0847,"automation,forecasting,nlp,api,security",AI-Worker,0.0744
Linda-High-0848,"ledger-sync,forecasting,security,nlp,api",AI-Worker,0.0473
Brent-Argue-0849,"ledger-sync,data-processing,decision-making",Analytics,0.0224
Jamie-Number-0850,"forecasting,nlp,optimization,vision",Ops,0.0629
John-No-0851,"nlp,optimization",AI-Worker,0.0651
Ryan-List-0852,"api,vision",Governance,0.0853
Andrea-Claim-0853,"ledger-sync,api,optimization",Agent-Core,0.0662
Leslie-Different-0854,"automation,api",Agent-Core,0.0276
Gina-West-0855,"ledger-sync,decision-making,automation,optimization,data-processing",Orchestrator,0.0635
Diane-Single-0856,"security,api,optimization",Ops,0.0322
Laura-American-0857,"data-processing,decision-making,optimization",Investor-Node,0.0121
Aaron-Until-0858,"ledger-sync,vision",Analytics,0.0148
Stephanie-Side-0859,"api,forecasting",Orchestrator,0.0516
Jessica-Include-0860,"optimization,data-processing",Investor-Node,0.0739
Rose-Team-0861,"forecasting,optimization,nlp,vision,decision-making",AI-Worker,0.0902
Lori-Responsibility-0862,"nlp,automation,decision-making",Ops,0.0142
Robert-Tax-0863,"optimization,decision-making,security,nlp,forecasting",Data-Node,0.0139
Colton-Issue-0864,"automation,ledger-sync,forecasting",Agent-Core,0.036
Alexander-Sister-0865,"decision-making,security,ledger-sync",Orchestrator,0.0581
Chad-Long-0866,"optimization,forecasting",AI-Worker,0.0371
Ronald-Million-0867,"forecasting,decision-making,data-processing,security",AI-Worker,0.0935
Michael-Air-0868,"decision-making,data-processing,forecasting,optimization",Analytics,0.0417
Micheal-And-0869,"optimization,decision-making",AI-Worker,0.0887
Rachel-Believe-0870,"security,forecasting,ledger-sync,api",Governance,0.0306
Patricia-Lay-0871,"api,optimization,forecasting",Ops,0.098
Jennifer-Check-0872,"automation,security,api,data-processing,ledger-sync",AI-Worker,0.0869
Christina-Follow-0873,"api,forecasting",Governance,0.0536
Tim-Structure-0874,"vision,data-processing",Orchestrator,0.07
Corey-Simple-0875,"forecasting,optimization",AI-Worker,0.0703
Jason-Sort-0876,"security,optimization",Governance,0.0325
Gary-Suffer-0877,"optimization,automation,decision-making,nlp,ledger-sync",Orchestrator,0.0514
Aaron-With-0878,"vision,optimization,decision-making,api,data-processing",Orchestrator,0.0993
David-Poor-0879,"automation,data-processing,forecasting,vision",Data-Node,0.0456
Scott-Lawyer-0880,"nlp,automation,decision-making",Data-Node,0.0876
Amber-Company-0881,"forecasting,security,api,automation",AI-Worker,0.056
Robert-To-0882,"decision-making,forecasting,automation,nlp,api",Data-Node,0.0848
April-Future-0883,"optimization,forecasting,nlp",Data-Node,0.016
Christy-Behind-0884,"vision,nlp",AI-Worker,0.0613
Sean-Act-0885,"optimization,api,security",Agent-Core,0.0301
Julie-Exist-0886,"ledger-sync,vision",Agent-Core,0.0201
Ashley-Pretty-0887,"security,nlp,forecasting,vision",Agent-Core,0.0278
Regina-One-0888,"automation,optimization,vision",Analytics,0.0464
Jimmy-Tree-0889,"api,optimization,data-processing,decision-making,nlp",Investor-Node,0.0358
Angela-Stand-0890,"optimization,nlp,security",Investor-Node,0.0187
Karen-Shoulder-0891,"data-processing,api,nlp,security",Orchestrator,0.083
Nicole-Shake-0892,"ledger-sync,security,optimization,forecasting,nlp",AI-Worker,0.0807
James-Space-0893,"ledger-sync,forecasting",Ops,0.0833
Nicole-Into-0894,"data-processing,api",Analytics,0.0751
Susan-Worker-0895,"vision,api,optimization",Governance,0.08
James-Describe-0896,"decision-making,api,forecasting,ledger-sync,data-processing",Data-Node,0.068
Gerald-Attack-0897,"forecasting,data-processing",Analytics,0.0452
Beverly-Power-0898,"vision,nlp,decision-making,security,optimization",Investor-Node,0.0863
Sheena-Voice-0899,"vision,api,nlp,ledger-sync,data-processing",Analytics,0.0144
Patrick-Late-0900,"nlp,optimization,forecasting,vision,decision-making",AI-Worker,0.0578
Katelyn-So-0901,"decision-making,forecasting,security,nlp",Governance,0.0287
Anthony-Pay-0902,"nlp,optimization,automation,api",Data-Node,0.0895
David-Bill-0903,"decision-making,forecasting,vision",AI-Worker,0.0419
Madison-Cultural-0904,"nlp,security,ledger-sync,forecasting,decision-making",Ops,0.0686
Stephen-Hospital-0905,"nlp,api,ledger-sync,forecasting",Agent-Core,0.0307
Adam-Summer-0906,"optimization,ledger-sync,decision-making,security,nlp",Analytics,0.0198
Laura-Party-0907,"automation,ledger-sync",Data-Node,0.0639
Sharon-Standard-0908,"api,ledger-sync,automation,optimization,nlp",AI-Worker,0.0821
Alison-Thus-0909,"optimization,api,nlp",Orchestrator,0.0471
Jose-Few-0910,"security,vision,forecasting,nlp,api",AI-Worker,0.0966
Jose-Beautiful-0911,"vision,data-processing,ledger-sync,security",Ops,0.0963
Sheila-Control-0912,"decision-making,forecasting,nlp,ledger-sync",Agent-Core,0.0489
Vanessa-Member-0913,"security,api,data-processing",Data-Node,0.0223
Michael-Billion-0914,"optimization,api,decision-making",AI-Worker,0.0927
Steven-Section-0915,"ledger-sync,forecasting,optimization,security,data-processing",Orchestrator,0.0735
Taylor-Name-0916,"optimization,api,vision",Agent-Core,0.0336
Philip-Thank-0917,"ledger-sync,nlp,automation,optimization,security",AI-Worker,0.0682
Angela-Job-0918,"decision-making,nlp,api",Orchestrator,0.0506
John-Prevent-0919,"automation,security",Investor-Node,0.0713
Lori-Less-0920,"automation,nlp,decision-making,vision,security",Governance,0.0937
Christopher-Loss-0921,"ledger-sync,security,optimization,nlp,data-processing",Data-Node,0.0285
Katherine-Know-0922,"vision,forecasting",Data-Node,0.0696
Jessica-Movement-0923,"forecasting,nlp",Analytics,0.0871
Nancy-Radio-0924,"nlp,ledger-sync,optimization",Investor-Node,0.0981
Jeremy-Arm-0925,"security,data-processing,api,decision-making",Investor-Node,0.0325
Katrina-Others-0926,"decision-making,nlp,optimization",Agent-Core,0.0695
Tina-Manager-0927,"vision,api,ledger-sync,data-processing,security",Investor-Node,0.0674
Elizabeth-Tough-0928,"forecasting,ledger-sync,optimization,decision-making",Agent-Core,0.0375
Claudia-Put-0929,"ledger-sync,forecasting,data-processing,automation,security",Investor-Node,0.0707
Mary-Institution-0930,"optimization,nlp,decision-making,security,ledger-sync",Agent-Core,0.0867
Christopher-Country-0931,"forecasting,decision-making,api,data-processing",Agent-Core,0.0476
David-Early-0932,"data-processing,vision,forecasting,api,nlp",Orchestrator,0.0263
Ryan-Begin-0933,"vision,data-processing",Data-Node,0.0666
Robert-Thing-0934,"api,decision-making,vision",AI-Worker,0.0818
Heather-Protect-0935,"optimization,decision-making,automation,data-processing",Analytics,0.0304
Cody-Half-0936,"automation,ledger-sync,api,vision,data-processing",Data-Node,0.0349
Luis-Summer-0937,"api,optimization,data-processing,automation",Orchestrator,0.0104
Christopher-New-0938,"automation,decision-making",Governance,0.0535
Brian-List-0939,"vision,ledger-sync",Orchestrator,0.0256
Robert-Sort-0940,"forecasting,ledger-sync,vision,data-processing",Orchestrator,0.0152
Benjamin-Safe-0941,"api,decision-making",Data-Node,0.0529
Charles-First-0942,"automation,data-processing,nlp,vision,ledger-sync",Analytics,0.0391
Elizabeth-Whose-0943,"vision,api,decision-making,security,nlp",Ops,0.0233
Natasha-When-0944,"automation,security,optimization,nlp,forecasting",Data-Node,0.0694
Lisa-Sort-0945,"automation,vision,optimization,decision-making,forecasting",Investor-Node,0.0303
Adrienne-Fund-0946,"ledger-sync,data-processing,api,nlp",Ops,0.0326
Beth-Pass-0947,"security,optimization",Investor-Node,0.0607
Jennifer-Fill-0948,"vision,nlp,automation,optimization,forecasting",AI-Worker,0.0113
Cassandra-Already-0949,"vision,decision-making,ledger-sync,automation",Analytics,0.0517
Kristy-Success-0950,"security,ledger-sync,optimization",Investor-Node,0.0113
Christopher-Fish-0951,"security,decision-making,vision",AI-Worker,0.0235
Todd-Foot-0952,"data-processing,forecasting,decision-making,ledger-sync,security",Agent-Core,0.0969
Connie-Health-0953,"decision-making,vision,nlp,ledger-sync",Orchestrator,0.0461
Jason-Rich-0954,"automation,forecasting,data-processing,optimization,vision",Ops,0.0156
Guy-Spend-0955,"data-processing,security,forecasting,nlp",Analytics,0.0124
Katelyn-Finish-0956,"optimization,vision,security,nlp",AI-Worker,0.0459
Clifford-Eye-0957,"automation,forecasting,decision-making,ledger-sync,api",Agent-Core,0.0351
Dennis-Space-0958,"vision,api,data-processing",Analytics,0.0766
Jessica-Need-0959,"decision-making,forecasting",Agent-Core,0.0393
Matthew-Keep-0960,"nlp,decision-making,automation",Ops,0.0669
Charles-Realize-0961,"decision-making,automation",Data-Node,0.0644
Kevin-Key-0962,"optimization,data-processing,automation",Investor-Node,0.0312
Pamela-Young-0963,"data-processing,decision-making,api,forecasting,nlp",Investor-Node,0.0164
Colleen-Human-0964,"vision,security,decision-making,nlp",Agent-Core,0.0741
Ashley-Second-0965,"data-processing,automation",AI-Worker,0.0683
Deanna-American-0966,"nlp,forecasting",Investor-Node,0.0885
Richard-Right-0967,"nlp,forecasting,data-processing",AI-Worker,0.0748
Maria-Force-0968,"automation,optimization,api,ledger-sync",AI-Worker,0.0626
Derek-Art-0969,"forecasting,data-processing,ledger-sync,decision-making",AI-Worker,0.0813
Austin-World-0970,"data-processing,api,nlp,decision-making",Data-Node,0.0296
Jenna-Weight-0971,"nlp,automation,optimization,decision-making",Analytics,0.011
Caitlyn-Authority-0972,"ledger-sync,nlp,api",AI-Worker,0.0474
Jessica-Second-0973,"vision,ledger-sync,api,automation",Data-Node,0.0309
Frank-Four-0974,"data-processing,security",Investor-Node,0.0593
Danielle-Bit-0975,"data-processing,nlp,security",Orchestrator,0.0753
Mallory-Seek-0976,"nlp,forecasting",Agent-Core,0.0192
Adam-North-0977,"vision,api,automation",AI-Worker,0.0769
Rachel-Bed-0978,"security,data-processing",Agent-Core,0.0923
Brianna-Follow-0979,"vision,ledger-sync,automation,optimization",AI-Worker,0.0445
Jennifer-Themselves-0980,"nlp,automation,data-processing",Agent-Core,0.026
Emily-What-0981,"vision,automation,data-processing,decision-making,forecasting",Agent-Core,0.0596
Susan-Produce-0982,"automation,api,forecasting,optimization",Ops,0.058
Joshua-Different-0983,"optimization,forecasting,automation",Governance,0.0469
Andrea-Everybody-0984,"forecasting,automation,api,ledger-sync",Agent-Core,0.0831
Paul-Other-0985,"automation,api,optimization,decision-making",AI-Worker,0.0129
Larry-Particular-0986,"automation,forecasting",Data-Node,0.0949
Tyler-Yes-0987,"ledger-sync,decision-making,optimization,nlp,forecasting",Data-Node,0.0615
Brittany-View-0988,"nlp,data-processing",AI-Worker,0.0262
Joseph-Consumer-0989,"ledger-sync,nlp",Orchestrator,0.0432
Maria-Population-0990,"vision,optimization",Agent-Core,0.0201
Brittany-Central-0991,"data-processing,forecasting,vision,decision-making",Ops,0.0809
Jason-Generation-0992,"data-processing,decision-making,forecasting,nlp",Agent-Core,0.051
Arthur-Fish-0993,"vision,ledger-sync,decision-making,nlp,automation",Ops,0.0972
Diane-Fall-0994,"forecasting,vision,optimization,decision-making",Analytics,0.052
Melissa-Prove-0995,"automation,ledger-sync,nlp",AI-Worker,0.0485
John-Expert-0996,"ledger-sync,forecasting",Ops,0.0234
John-Start-0997,"ledger-sync,data-processing,vision",Investor-Node,0.0663
John-Close-0998,"automation,decision-making,api",Governance,0.0542
Melissa-Prepare-0999,"automation,data-processing,security",Agent-Core,0.031
